File number, Database, Animal ID, Site, Mouse strain, Genotype, Gender, Age (months), Schedule name, Schedule run date,Day, Max number of trials, Max schedule time
,,gt01f001,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_,3/25/2014 16:36,1,0,1200
,,gt01f001,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_,3/26/2014 16:46,1,0,2400
,,gt01f001,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_,3/27/2014 14:23,1,0,1200
,,gt01f001,UOG,5xFAD,t,F,4,5CSRTT_Initial_Touch_Training_v3,3/28/2014 12:52,1,30,3600
,,gt01f001,UOG,5xFAD,t,F,4,5CSRTT_Must_Touch_Training_v2,3/31/2014 15:57,1,30,3600
,,gt01f001,UOG,5xFAD,t,F,4,5CSRTT_Must_Initiate_Training_v1,4/1/2014 16:20,1,30,3600
,,gt01f001,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/2/2014 0:00,1,30,3600
,,gt01f001,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/3/2014 0:00,1,30,3600
,,gt01f001,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/4/2014 0:00,1,30,3600
,,gt01f001,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/7/2014 0:00,1,30,3600
,,gt01f001,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/8/2014 0:00,1,30,3600
,,gt01f001,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/9/2014 0:00,1,30,3600
,,gt01f001,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/11/2014 0:00,1,30,3600
,,gt01f001,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/14/2014 0:00,1,30,3600
,,gt01f001,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/15/2014 0:00,1,30,3600
,,gt01f001,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/16/2014 0:00,1,30,3600
,,gt01f002,UOG,5xFAD,t,F,4,5CSRTT_Habituation_1_,3/24/2014 0:00,1,0,600
,,gt01f002,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_,3/25/2014 0:00,1,0,1200
,,gt01f002,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_,3/26/2014 0:00,1,0,2400
,,gt01f002,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_,3/27/2014 0:00,1,0,1200
,,gt01f002,UOG,5xFAD,t,F,4,5CSRTT_Initial_Touch_Training_v3,3/28/2014 0:00,1,30,3600
,,gt01f002,UOG,5xFAD,t,F,4,5CSRTT_Must_Touch_Training_v2,3/31/2014 0:00,1,30,3600
,,gt01f002,UOG,5xFAD,t,F,4,5CSRTT_Must_Initiate_Training_v1,4/1/2014 0:00,1,30,3600
,,gt01f002,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/2/2014 0:00,1,30,3600
,,gt01f002,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/3/2014 0:00,1,30,3600
,,gt01f002,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/4/2014 0:00,1,30,3600
,,gt01f002,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/7/2014 0:00,1,30,3600
,,gt01f002,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/8/2014 0:00,1,30,3600
,,gt01f002,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/9/2014 0:00,1,30,3600
,,gt01x001,UOG,3xTG,t,F,4,5CSRTT_Habituation_1_,2/27/2014 0:00,1,0,600
,,gt01x001,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_,2/28/2014 0:00,1,0,1200
,,gt01x001,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_,3/3/2014 0:00,1,0,1200
,,gt01x001,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_,3/4/2014 0:00,1,0,2400
,,gt01x001,UOG,3xTG,t,F,4,5CSRTT_Initial_Touch_Training_v3,3/5/2014 0:00,1,30,3600
,,gt01x001,UOG,3xTG,t,F,4,5CSRTT_Must_Touch_Training_v2,3/6/2014 0:00,1,30,3600
,,gt01x001,UOG,3xTG,t,F,4,5CSRTT_Must_Initiate_Training_v1,3/10/2014 0:00,1,30,3600
,,gt01x001,UOG,3xTG,t,F,4,5CSRTT_Must_Initiate_Training_v1,3/11/2014 0:00,1,30,3600
,,gt01x001,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/12/2014 0:00,1,30,3600
,,gt01x001,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/13/2014 0:00,1,30,3600
,,gt01x001,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/14/2014 0:00,1,30,3600
,,gt01x002,UOG,3xTG,t,F,4,5CSRTT_Habituation_1_,2/27/2014 0:00,1,0,600
,,gt01x002,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_,2/28/2014 0:00,1,0,1200
,,gt01x002,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_,3/3/2014 0:00,1,0,1200
,,gt01x002,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_,3/4/2014 0:00,1,0,2400
,,gt01x002,UOG,3xTG,t,F,4,5CSRTT_Initial_Touch_Training_v3,3/5/2014 0:00,1,30,3600
,,gt01x002,UOG,3xTG,t,F,4,5CSRTT_Must_Touch_Training_v2,3/6/2014 0:00,1,30,3600
,,gt01x002,UOG,3xTG,t,F,4,5CSRTT_Must_Touch_Training_v2,3/10/2014 0:00,1,30,3600
,,gt01x002,UOG,3xTG,t,F,4,5CSRTT_Must_Touch_Training_v2,3/11/2014 0:00,1,30,3600
,,gt01x002,UOG,3xTG,t,F,4,5CSRTT_Must_Touch_Training_v2,3/12/2014 0:00,1,30,3600
,,gt01x002,UOG,3xTG,t,F,4,5CSRTT_Must_Initiate_Training_v1,3/13/2014 0:00,1,30,3600
,,gt01x002,UOG,3xTG,t,F,4,5CSRTT_Must_Initiate_Training_v1,3/13/2014 0:00,1,30,3600
,,gt01x002,UOG,3xTG,t,F,4,5CSRTT_Must_Initiate_Training_v1,3/14/2014 0:00,1,30,3600
,,gt01x002,UOG,3xTG,t,F,4,5CSRTT_Must_Initiate_Training_v1,3/17/2014 0:00,1,30,3600
,,gt01x002,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/18/2014 0:00,1,30,3600
,,gt01x002,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/19/2014 0:00,1,30,3600
,,gt01x002,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/20/2014 0:00,1,30,3600
,,gt01x002,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/21/2014 0:00,1,30,3600
,,gt01x002,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/24/2014 0:00,1,30,3600
,,gt01x002,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/25/2014 0:00,1,30,3600
,,gt01x002,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/26/2014 0:00,1,30,3600
,,gt01x002,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/27/2014 0:00,1,30,3600
,,gt01x002,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/28/2014 0:00,1,30,3600
,,gt01x002,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/31/2014 0:00,1,30,3600
,,gt01x002,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/1/2014 0:00,1,30,3600
,,gt01x002,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/2/2014 0:00,1,30,3600
,,gt01x002,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/3/2014 0:00,1,30,3600
,,gt01x002,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/4/2014 0:00,1,30,3600
,,gt02f003,UOG,5xFAD,t,F,4,5CSRTT_Habituation_1_,3/24/2014 0:00,1,0,600
,,gt02f003,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_,3/25/2014 0:00,1,0,1200
,,gt02f003,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_,3/26/2014 0:00,1,0,2400
,,gt02f003,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_,3/27/2014 0:00,1,0,1200
,,gt02f003,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_,3/27/2014 0:00,1,0,2400
,,gt02f003,UOG,5xFAD,t,F,4,5CSRTT_Initial_Touch_Training_v3,3/28/2014 0:00,1,30,3600
,,gt02f003,UOG,5xFAD,t,F,4,5CSRTT_Must_Touch_Training_v2,3/31/2014 0:00,1,30,3600
,,gt02f003,UOG,5xFAD,t,F,4,5CSRTT_Must_Initiate_Training_v1,4/1/2014 0:00,1,30,3600
,,gt02f003,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/2/2014 0:00,1,30,3600
,,gt02f003,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/3/2014 0:00,1,30,3600
,,gt02x003,UOG,3xTG,t,F,4,5CSRTT_Habituation_1_,2/27/2014 0:00,1,0,600
,,gt02x003,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_,2/28/2014 0:00,1,0,1200
,,gt02x003,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_,3/3/2014 0:00,1,0,1200
,,gt02x003,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_,3/4/2014 0:00,1,0,2400
,,gt02x003,UOG,3xTG,t,F,4,5CSRTT_Initial_Touch_Training_v3,3/5/2014 0:00,1,30,3600
,,gt02x003,UOG,3xTG,t,F,4,5CSRTT_Must_Touch_Training_v2,3/6/2014 0:00,1,30,3600
,,gt02x003,UOG,3xTG,t,F,4,5CSRTT_Must_Touch_Training_v2,3/10/2014 0:00,1,30,3600
,,gt02x003,UOG,3xTG,t,F,4,5CSRTT_Must_Touch_Training_v2,3/11/2014 0:00,1,30,3600
,,gt02x003,UOG,3xTG,t,F,4,5CSRTT_Must_Initiate_Training_v1,3/12/2014 0:00,1,30,3600
,,gt02x003,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/13/2014 0:00,1,30,3600
,,gt02x003,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/14/2014 0:00,1,30,3600
,,gt02x003,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/17/2014 0:00,1,30,3600
,,gt02x003,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/18/2014 0:00,1,30,3600
,,gt02x003,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/19/2014 0:00,1,30,3600
,,gt02x003,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/20/2014 0:00,1,30,3600
,,gt02x003,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/21/2014 0:00,1,30,3600
,,gt02x003,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/24/2014 0:00,1,30,3600
,,gt02x003,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/25/2014 0:00,1,30,3600
,,gt02x003,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/26/2014 0:00,1,30,3600
,,gt02x003,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/27/2014 0:00,1,30,3600
,,gt02x003,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/28/2014 0:00,1,30,3600
,,gt02x003,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/31/2014 0:00,1,30,3600
,,gt02x003,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/1/2014 0:00,1,30,3600
,,gt02x003,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/2/2014 0:00,1,30,3600
,,gt02x003,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/3/2014 0:00,1,30,3600
,,gt02x003,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/4/2014 0:00,1,30,3600
,,gt02x003,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/7/2014 0:00,1,30,3600
,,gt02x004,UOG,3xTG,t,F,4,5CSRTT_Habituation_1_,2/27/2014 0:00,1,0,600
,,gt02x004,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_,2/28/2014 0:00,1,0,1200
,,gt02x004,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_,3/3/2014 0:00,1,0,1200
,,gt02x004,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_,3/4/2014 0:00,1,0,2400
,,gt02x004,UOG,3xTG,t,F,4,5CSRTT_Initial_Touch_Training_v3,3/5/2014 0:00,1,30,3600
,,gt02x004,UOG,3xTG,t,F,4,5CSRTT_Must_Touch_Training_v2,3/6/2014 0:00,1,30,3600
,,gt02x004,UOG,3xTG,t,F,4,5CSRTT_Must_Initiate_Training_v1,3/10/2014 0:00,1,30,3600
,,gt02x004,UOG,3xTG,t,F,4,5CSRTT_Must_Initiate_Training_v1,3/10/2014 0:00,1,30,3600
,,gt02x004,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/11/2014 0:00,1,30,3600
,,gt02x004,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/12/2014 0:00,1,30,3600
,,gt02x004,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/13/2014 0:00,1,30,3600
,,gt02x004,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/14/2014 0:00,1,30,3600
,,gt02x004,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/17/2014 0:00,1,30,3600
,,gt02x004,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/18/2014 0:00,1,30,3600
,,gt02x004,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/19/2014 0:00,1,30,3600
,,gt02x004,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/20/2014 0:00,1,30,3600
,,gt03f004,UOG,5xFAD,t,F,4,5CSRTT_Habituation_1_,3/24/2014 0:00,1,0,600
,,gt03f004,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_,3/25/2014 0:00,1,0,1200
,,gt03f004,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_,3/26/2014 0:00,1,0,2400
,,gt03f004,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_,3/27/2014 0:00,1,0,1200
,,gt03f004,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_,3/27/2014 0:00,1,0,2400
,,gt03f004,UOG,5xFAD,t,F,4,5CSRTT_Initial_Touch_Training_v3,3/28/2014 0:00,1,30,3600
,,gt03f004,UOG,5xFAD,t,F,4,5CSRTT_Must_Touch_Training_v2,3/31/2014 0:00,1,30,3600
,,gt03f004,UOG,5xFAD,t,F,4,5CSRTT_Must_Touch_Training_v2,4/1/2014 0:00,1,30,3600
,,gt03f005,UOG,5xFAD,t,F,4,5CSRTT_Habituation_1_,3/24/2014 0:00,1,0,600
,,gt03f005,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_,3/25/2014 0:00,1,0,1200
,,gt03f005,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_,3/26/2014 0:00,1,0,2400
,,gt03f005,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_,3/27/2014 0:00,1,0,2400
,,gt03f005,UOG,5xFAD,t,F,4,5CSRTT_Initial_Touch_Training_v3,3/28/2014 0:00,1,30,3600
,,gt03f005,UOG,5xFAD,t,F,4,5CSRTT_Must_Touch_Training_v2,3/31/2014 0:00,1,30,3600
,,gt03f005,UOG,5xFAD,t,F,4,5CSRTT_Must_Initiate_Training_v1,4/1/2014 0:00,1,30,3600
,,gt03f005,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/2/2014 0:00,1,30,3600
,,gt03f005,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/3/2014 0:00,1,30,3600
,,gt03f005,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/4/2014 0:00,1,30,3600
,,gt03f005,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/7/2014 0:00,1,30,3600
,,gt03f005,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/8/2014 0:00,1,30,3600
,,gt03f005,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/9/2014 0:00,1,30,3600
,,gt03f005,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/11/2014 0:00,1,30,3600
,,gt03f005,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/14/2014 0:00,1,30,3600
,,gt03f005,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/15/2014 0:00,1,30,3600
,,gt03f005,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/16/2014 0:00,1,30,3600
,,gt03f005,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/17/2014 0:00,1,30,3600
,,gt03f005,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/18/2014 0:00,1,30,3600
,,gt03f005,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/22/2014 0:00,1,30,3600
,,gt03x005,UOG,3xTG,t,F,4,5CSRTT_Habituation_1_,2/27/2010 0:00,1,0,600
,,gt03x005,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_,2/28/2010 0:00,1,0,1200
,,gt03x005,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_,3/3/2010 0:00,1,0,1200
,,gt03x005,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_,3/4/2010 0:00,1,0,2400
,,gt03x005,UOG,3xTG,t,F,4,5CSRTT_Initial_Touch_Training_v3,3/5/2010 0:00,1,30,3600
,,gt03x005,UOG,3xTG,t,F,4,5CSRTT_Must_Touch_Training_v2,3/6/2010 0:00,1,30,3600
,,gt03x005,UOG,3xTG,t,F,4,5CSRTT_Must_Initiate_Training_v1,3/10/2010 0:00,1,30,3600
,,gt03x005,UOG,3xTG,t,F,4,5CSRTT_Must_Touch_Training_v2,3/10/2010 0:00,1,30,3600
,,gt03x005,UOG,3xTG,t,F,4,5CSRTT_Must_Initiate_Training_v1,3/11/2010 0:00,1,30,3600
,,gt03x005,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/12/2010 0:00,1,30,3600
,,gt03x005,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/13/2010 0:00,1,30,3600
,,gt03x005,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/14/2010 0:00,1,30,3600
,,gt03x005,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/17/2014 0:00,1,30,3600
,,gt03x005,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/18/2014 0:00,1,30,3600
,,gt03x005,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/19/2014 0:00,1,30,3600
,,gt03x005,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/20/2014 0:00,1,30,3600
,,gt03x005,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/21/2014 0:00,1,30,3600
,,gt03x006,UOG,3xTG,t,F,4,5CSRTT_Habituation_1_,2/27/2010 0:00,1,0,600
,,gt03x006,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_,2/28/2010 0:00,1,0,1200
,,gt03x006,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_,3/3/2010 0:00,1,0,1200
,,gt03x006,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_,3/4/2010 0:00,1,0,2400
,,gt03x006,UOG,3xTG,t,F,4,5CSRTT_Initial_Touch_Training_v3,3/5/2010 0:00,1,30,3600
,,gt03x006,UOG,3xTG,t,F,4,5CSRTT_Must_Touch_Training_v2,3/6/2010 0:00,1,30,3600
,,gt03x006,UOG,3xTG,t,F,4,5CSRTT_Must_Initiate_Training_v1,3/10/2010 0:00,1,30,3600
,,gt03x006,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/11/2010 0:00,1,30,3600
,,gt03x006,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/12/2010 0:00,1,30,3600
,,gt03x006,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/13/2010 0:00,1,30,3600
,,gt03x006,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/14/2010 0:00,1,30,3600
,,gt03x006,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/17/2014 0:00,1,30,3600
,,gt03x006,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/18/2014 0:00,1,30,3600
,,gt03x006,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/19/2014 0:00,1,30,3600
,,gt03x006,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/20/2014 0:00,1,30,3600
,,gt03x006,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/21/2014 0:00,1,30,3600
,,gt03x006,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/24/2014 0:00,1,30,3600
,,gt04f006,UOG,5xFAD,t,F,4,5CSRTT_Habituation_1_,3/24/2014 0:00,1,0,600
,,gt04f006,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_,3/25/2014 0:00,1,0,1200
,,gt04f006,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_,3/26/2014 0:00,1,0,2400
,,gt04f006,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_,3/27/2014 0:00,1,0,2400
,,gt04f006,UOG,5xFAD,t,F,4,5CSRTT_Initial_Touch_Training_v3,3/28/2014 0:00,1,30,3600
,,gt04f006,UOG,5xFAD,t,F,4,5CSRTT_Must_Touch_Training_v2,3/31/2014 0:00,1,30,3600
,,gt04f006,UOG,5xFAD,t,F,4,5CSRTT_Must_Initiate_Training_v1,4/1/2014 0:00,1,30,3600
,,gt04f006,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/2/2014 0:00,1,30,3600
,,gt04f006,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/3/2014 0:00,1,30,3600
,,gt04f006,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/4/2014 0:00,1,30,3600
,,gt04f006,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/7/2014 0:00,1,30,3600
,,gt04f006,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/8/2014 0:00,1,30,3600
,,gt04f006,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/9/2014 0:00,1,30,3600
,,gt04f006,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/11/2014 0:00,1,30,3600
,,gt04f006,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/14/2014 0:00,1,30,3600
,,gt04f006,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/15/2014 0:00,1,30,3600
,,gt04f006,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/16/2014 0:00,1,30,3600
,,gt04f007,UOG,5xFAD,t,F,4,5CSRTT_Habituation_1_,3/24/2014 0:00,1,0,600
,,gt04f007,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_,3/25/2014 0:00,1,0,1200
,,gt04f007,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_,3/26/2014 0:00,1,0,2400
,,gt04f007,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_,3/27/2014 0:00,1,0,2400
,,gt04f007,UOG,5xFAD,t,F,4,5CSRTT_Initial_Touch_Training_v3,3/28/2014 0:00,1,30,3600
,,gt04f007,UOG,5xFAD,t,F,4,5CSRTT_Must_Touch_Training_v2,3/31/2014 0:00,1,30,3600
,,gt04f007,UOG,5xFAD,t,F,4,5CSRTT_Must_Initiate_Training_v1,4/1/2014 0:00,1,30,3600
,,gt04f007,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/2/2014 0:00,1,30,3600
,,gt04f007,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/3/2014 0:00,1,30,3600
,,gt04f007,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/4/2014 0:00,1,30,3600
,,gt04f007,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/7/2014 0:00,1,30,3600
,,gt04f007,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/8/2014 0:00,1,30,3600
,,gt04f007,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/9/2014 0:00,1,30,3600
,,gt04f007,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/11/2014 0:00,1,30,3600
,,gt04f007,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/14/2014 0:00,1,30,3600
,,gt04f007,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/15/2014 0:00,1,30,3600
,,gt04f007,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,4/16/2014 0:00,1,30,3600
,,gt04x007,UOG,3xTG,t,F,4,5CSRTT_Habituation_1_,2/27/2010 0:00,1,0,600
,,gt04x007,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_,2/28/2010 0:00,1,0,1200
,,gt04x007,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_,3/3/2010 0:00,1,0,1200
,,gt04x007,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_,3/4/2010 0:00,1,0,2400
,,gt04x007,UOG,3xTG,t,F,4,5CSRTT_Initial_Touch_Training_v3,3/5/2010 0:00,1,30,3600
,,gt04x007,UOG,3xTG,t,F,4,5CSRTT_Must_Touch_Training_v2,3/6/2010 0:00,1,30,3600
,,gt04x007,UOG,3xTG,t,F,4,5CSRTT_Must_Initiate_Training_v1,3/10/2010 0:00,1,30,3600
,,gt04x007,UOG,3xTG,t,F,4,5CSRTT_Must_Initiate_Training_v1,3/11/2010 0:00,1,30,3600
,,gt04x007,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3,3/12/2010 0:00,1,30,3600
