 Database, Animal ID, Site, Mouse strain,Genotype, Gender, Age (months), Schedule name, Schedule run date, Day
 GUEPD5FAD3MF, gw175f411, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Initial_Touch_Training_v3,20160222,1
 GUEPD5FAD3MF, gw175f411, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Must_Initiate_Training_v3,20160224,1
 GUEPD5FAD3MF, gw175f411, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Must_Touch_Training_v3,20160223,1
 GUEPD5FAD3MF, gw175f411, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20160225,1
 GUEPD5FAD3MF, gw175f411, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20160226,2
 GUEPD5FAD3MF, gw175f412, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Initial_Touch_Training_v3,20160222,1
 GUEPD5FAD3MF, gw175f412, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Must_Initiate_Training_v3,20160224,1
 GUEPD5FAD3MF, gw175f412, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Must_Touch_Training_v3,20160223,1
 GUEPD5FAD3MF, gw175f412, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20160225,1
 GUEPD5FAD3MF, gw175f412, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20160226,2
 GUEPD5FAD3MF, gw175f413, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Initial_Touch_Training_v3,20160222,1
 GUEPD5FAD3MF, gw175f413, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Must_Initiate_Training_v3,20160224,1
 GUEPD5FAD3MF, gw175f413, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Must_Touch_Training_v3,20160223,1
 GUEPD5FAD3MF, gw175f413, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20160225,1
 GUEPD5FAD3MF, gw175f413, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20160226,2
 GUEPD5FAD3MF, gw175f413, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20160229,3
 GUEPD5FAD3MF, gw175f413, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20160301,4
 GUEPD5FAD3MF, gw176f414, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Initial_Touch_Training_v3,20160222,1
 GUEPD5FAD3MF, gw176f414, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Must_Initiate_Training_v3,20160224,1
 GUEPD5FAD3MF, gw176f414, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Must_Touch_Training_v3,20160223,1
 GUEPD5FAD3MF, gw176f414, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20160225,1
 GUEPD5FAD3MF, gw176f414, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20160226,2
 GUEPD5FAD3MF, gw176f415, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Initial_Touch_Training_v3,20160222,1
 GUEPD5FAD3MF, gw176f415, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Must_Initiate_Training_v3,20160224,1
 GUEPD5FAD3MF, gw176f415, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Must_Touch_Training_v3,20160223,1
 GUEPD5FAD3MF, gw176f415, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20160225,1
 GUEPD5FAD3MF, gw176f415, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20160226,2
 GUEPD5FAD3MF, gw176f416, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Initial_Touch_Training_v3,20160222,1
 GUEPD5FAD3MF, gw176f416, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Must_Initiate_Training_v3,20160224,1
 GUEPD5FAD3MF, gw176f416, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Must_Touch_Training_v3,20160223,1
 GUEPD5FAD3MF, gw176f416, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20160225,1
 GUEPD5FAD3MF, gw176f416, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20160226,2
 GUEPD5FAD3MF, gw176f417, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Initial_Touch_Training_v3,20160222,1
 GUEPD5FAD3MF, gw176f417, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Must_Initiate_Training_v3,20160224,1
 GUEPD5FAD3MF, gw176f417, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Must_Touch_Training_v3,20160223,1
 GUEPD5FAD3MF, gw176f417, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20160225,1
 GUEPD5FAD3MF, gw176f417, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20160226,2
 GUEPD5FAD3MF, gw177f418, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Initial_Touch_Training_v3,20160223,1
 GUEPD5FAD3MF, gw177f418, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Must_Touch_Training_v3,20160224,1
 GUEPD5FAD3MF, gw177f418, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20160225,1
 GUEPD5FAD3MF, gw177f418, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20160226,2
 GUEPD5FAD3MF, gw177f419, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Initial_Touch_Training_v3,20160223,1
 GUEPD5FAD3MF, gw177f419, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Must_Touch_Training_v3,20160224,1
 GUEPD5FAD3MF, gw177f419, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20160225,1
 GUEPD5FAD3MF, gw177f419, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20160226,2
 GUEPD5FAD3MF, gw177f420, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Initial_Touch_Training_v3,20160223,1
 GUEPD5FAD3MF, gw177f420, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Must_Touch_Training_v3,20160224,1
 GUEPD5FAD3MF, gw177f420, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20160225,1
 GUEPD5FAD3MF, gw177f420, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20160226,2
 GUEPD5FAD3MF, gw177f421, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Initial_Touch_Training_v3,20160223,1
 GUEPD5FAD3MF, gw177f421, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Must_Touch_Training_v3,20160224,1
 GUEPD5FAD3MF, gw177f421, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20160225,1
 GUEPD5FAD3MF, gw177f421, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20160226,2
 GUEPD5FAD3MF, gw71f135, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Initial_Touch_Training_v3,20150126,1
 GUEPD5FAD3MF, gw71f135, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Must_Initiate_Training_v3,20150128,1
 GUEPD5FAD3MF, gw71f135, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Must_Touch_Training_v3,20150127,1
 GUEPD5FAD3MF, gw71f135, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20150129,1
 GUEPD5FAD3MF, gw71f135, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20150130,2
 GUEPD5FAD3MF, gw71f136, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Initial_Touch_Training_v3,20150126,1
 GUEPD5FAD3MF, gw71f136, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Must_Initiate_Training_v3,20150128,1
 GUEPD5FAD3MF, gw71f136, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Must_Touch_Training_v3,20150127,1
 GUEPD5FAD3MF, gw71f136, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20150129,1
 GUEPD5FAD3MF, gw71f136, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20150130,2
 GUEPD5FAD3MF, gw71f137, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Initial_Touch_Training_v3,20150126,1
 GUEPD5FAD3MF, gw71f137, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Must_Initiate_Training_v3,20150128,1
 GUEPD5FAD3MF, gw71f137, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Must_Touch_Training_v3,20150127,1
 GUEPD5FAD3MF, gw71f137, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20150129,1
 GUEPD5FAD3MF, gw71f137, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20150130,2
 GUEPD5FAD3MF, gw71f138, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Initial_Touch_Training_v3,20150126,1
 GUEPD5FAD3MF, gw71f138, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Must_Initiate_Training_v3,20150128,1
 GUEPD5FAD3MF, gw71f138, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Must_Touch_Training_v3,20150127,1
 GUEPD5FAD3MF, gw71f138, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20150129,1
 GUEPD5FAD3MF, gw71f138, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20150130,2
 GUEPD5FAD3MF, gw71f138, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20150202,3
 GUEPD5FAD3MF, gw71f138, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20150203,4
 GUEPD5FAD3MF, gw71f138, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20150204,5
 GUEPD5FAD3MF, gw72f139, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Initial_Touch_Training_v3,20150126,1
 GUEPD5FAD3MF, gw72f139, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Must_Touch_Training_v3,20150127,1
 GUEPD5FAD3MF, gw72f139, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Must_Touch_Training_v3,20150128,2
 GUEPD5FAD3MF, gw72f139, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20150129,1
 GUEPD5FAD3MF, gw72f139, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20150130,2
 GUEPD5FAD3MF, gw72f139, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20150202,3
 GUEPD5FAD3MF, gw72f140, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Initial_Touch_Training_v3,20150126,1
 GUEPD5FAD3MF, gw72f140, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Must_Touch_Training_v3,20150127,1
 GUEPD5FAD3MF, gw72f140, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Must_Touch_Training_v3,20150128,2
 GUEPD5FAD3MF, gw72f140, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20150129,1
 GUEPD5FAD3MF, gw72f140, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20150130,2
 GUEPD5FAD3MF, gw72f141, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Initial_Touch_Training_v3,20150126,1
 GUEPD5FAD3MF, gw72f141, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Must_Touch_Training_v3,20150127,1
 GUEPD5FAD3MF, gw72f141, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Must_Touch_Training_v3,20150128,2
 GUEPD5FAD3MF, gw72f141, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20150129,1
 GUEPD5FAD3MF, gw72f141, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20150130,2
 GUEPD5FAD3MF, gw72f142, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Initial_Touch_Training_v3,20150126,1
 GUEPD5FAD3MF, gw72f142, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Must_Touch_Training_v3,20150127,1
 GUEPD5FAD3MF, gw72f142, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Must_Touch_Training_v3,20150128,2
 GUEPD5FAD3MF, gw72f142, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20150129,1
 GUEPD5FAD3MF, gw72f142, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20150130,2
 GUEPD5FAD3MF, gw73f143, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Initial_Touch_Training_v3,20150126,1
 GUEPD5FAD3MF, gw73f143, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Must_Initiate_Training_v3,20150128,1
 GUEPD5FAD3MF, gw73f143, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Must_Touch_Training_v3,20150127,1
 GUEPD5FAD3MF, gw73f143, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20150129,1
 GUEPD5FAD3MF, gw73f143, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20150130,2
 GUEPD5FAD3MF, gw73f144, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Initial_Touch_Training_v3,20150126,1
 GUEPD5FAD3MF, gw73f144, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Must_Initiate_Training_v3,20150128,1
 GUEPD5FAD3MF, gw73f144, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Must_Touch_Training_v3,20150127,1
 GUEPD5FAD3MF, gw73f144, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20150129,1
 GUEPD5FAD3MF, gw73f144, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20150130,2
 GUEPD5FAD3MF, gw73f145, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Initial_Touch_Training_v3,20150126,1
 GUEPD5FAD3MF, gw73f145, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Must_Initiate_Training_v3,20150128,1
 GUEPD5FAD3MF, gw73f145, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Must_Touch_Training_v3,20150127,1
 GUEPD5FAD3MF, gw73f145, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20150129,1
 GUEPD5FAD3MF, gw73f145, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20150130,2
 GUEPD5FAD3MF, gw73f146, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Initial_Touch_Training_v3,20150126,1
 GUEPD5FAD3MF, gw73f146, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Must_Initiate_Training_v3,20150128,1
 GUEPD5FAD3MF, gw73f146, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Must_Touch_Training_v3,20150127,1
 GUEPD5FAD3MF, gw73f146, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20150129,1
 GUEPD5FAD3MF, gw73f146, Site 2, 5xFAD,C57Bl/6j ,Female,4, PD_Punish_Incorrect_Training_v3,20150130,2
 GUEPDAPP3MF, gt147a317, Site 2, APP-PS1, APPPS1,Female,4, PD_Initial_Touch_Training_v3,20150824,1
 GUEPDAPP3MF, gt147a317, Site 2, APP-PS1, APPPS1,Female,4, PD_Must_Initiate_Training_v3,20150826,1
 GUEPDAPP3MF, gt147a317, Site 2, APP-PS1, APPPS1,Female,4, PD_Must_Touch_Training_v3,20150825,1
 GUEPDAPP3MF, gt147a317, Site 2, APP-PS1, APPPS1,Female,4, PD_Punish_Incorrect_Training_v3,20150827,1
 GUEPDAPP3MF, gt147a317, Site 2, APP-PS1, APPPS1,Female,4, PD_Punish_Incorrect_Training_v3,20150828,2
 GUEPDAPP3MF, gt147a318, Site 2, APP-PS1, APPPS1,Female,4, PD_Initial_Touch_Training_v3,20150824,1
 GUEPDAPP3MF, gt147a318, Site 2, APP-PS1, APPPS1,Female,4, PD_Must_Initiate_Training_v3,20150826,1
 GUEPDAPP3MF, gt147a318, Site 2, APP-PS1, APPPS1,Female,4, PD_Must_Touch_Training_v3,20150825,1
 GUEPDAPP3MF, gt147a318, Site 2, APP-PS1, APPPS1,Female,4, PD_Punish_Incorrect_Training_v3,20150827,1
 GUEPDAPP3MF, gt147a318, Site 2, APP-PS1, APPPS1,Female,4, PD_Punish_Incorrect_Training_v3,20150828,2
 GUEPDAPP3MF, gt148a320, Site 2, APP-PS1, APPPS1,Female,4, PD_Initial_Touch_Training_v3,20150824,1
 GUEPDAPP3MF, gt148a320, Site 2, APP-PS1, APPPS1,Female,4, PD_Must_Initiate_Training_v3,20150826,1
 GUEPDAPP3MF, gt148a320, Site 2, APP-PS1, APPPS1,Female,4, PD_Must_Touch_Training_v3,20150825,1
 GUEPDAPP3MF, gt148a320, Site 2, APP-PS1, APPPS1,Female,4, PD_Punish_Incorrect_Training_v3,20150827,1
 GUEPDAPP3MF, gt148a320, Site 2, APP-PS1, APPPS1,Female,4, PD_Punish_Incorrect_Training_v3,20150828,2
 GUEPDAPP3MF, gt148a321, Site 2, APP-PS1, APPPS1,Female,4, PD_Initial_Touch_Training_v3,20150824,1
 GUEPDAPP3MF, gt148a321, Site 2, APP-PS1, APPPS1,Female,4, PD_Must_Initiate_Training_v3,20150826,1
 GUEPDAPP3MF, gt148a321, Site 2, APP-PS1, APPPS1,Female,4, PD_Must_Touch_Training_v3,20150825,1
 GUEPDAPP3MF, gt148a321, Site 2, APP-PS1, APPPS1,Female,4, PD_Punish_Incorrect_Training_v3,20150827,1
 GUEPDAPP3MF, gt148a321, Site 2, APP-PS1, APPPS1,Female,4, PD_Punish_Incorrect_Training_v3,20150828,2
 GUEPDAPP3MF, gt149a322, Site 2, APP-PS1, APPPS1,Female,4, PD_Initial_Touch_Training_v3,20150831,1
 GUEPDAPP3MF, gt149a322, Site 2, APP-PS1, APPPS1,Female,4, PD_Must_Initiate_Training_v3,20150902,1
 GUEPDAPP3MF, gt149a322, Site 2, APP-PS1, APPPS1,Female,4, PD_Must_Touch_Training_v3,20150901,1
 GUEPDAPP3MF, gt149a322, Site 2, APP-PS1, APPPS1,Female,4, PD_Punish_Incorrect_Training_v3,20150903,1
 GUEPDAPP3MF, gt149a322, Site 2, APP-PS1, APPPS1,Female,4, PD_Punish_Incorrect_Training_v3,20150904,2
 GUEPDAPP3MF, gt149a324, Site 2, APP-PS1, APPPS1,Female,4, PD_Initial_Touch_Training_v3,20150831,1
 GUEPDAPP3MF, gt149a324, Site 2, APP-PS1, APPPS1,Female,4, PD_Must_Initiate_Training_v3,20150902,1
 GUEPDAPP3MF, gt149a324, Site 2, APP-PS1, APPPS1,Female,4, PD_Must_Touch_Training_v3,20150901,1
 GUEPDAPP3MF, gt149a324, Site 2, APP-PS1, APPPS1,Female,4, PD_Punish_Incorrect_Training_v3,20150903,1
 GUEPDAPP3MF, gt149a324, Site 2, APP-PS1, APPPS1,Female,4, PD_Punish_Incorrect_Training_v3,20150904,2
 GUEPDAPP3MF, gt149a324, Site 2, APP-PS1, APPPS1,Female,4, PD_Punish_Incorrect_Training_v3,20150907,3
 GUEPDAPP3MF, gt149a325, Site 2, APP-PS1, APPPS1,Female,4, PD_Initial_Touch_Training_v3,20150831,1
 GUEPDAPP3MF, gt149a325, Site 2, APP-PS1, APPPS1,Female,4, PD_Must_Initiate_Training_v3,20150902,1
 GUEPDAPP3MF, gt149a325, Site 2, APP-PS1, APPPS1,Female,4, PD_Must_Touch_Training_v3,20150901,1
 GUEPDAPP3MF, gt149a325, Site 2, APP-PS1, APPPS1,Female,4, PD_Punish_Incorrect_Training_v3,20150903,1
 GUEPDAPP3MF, gt149a325, Site 2, APP-PS1, APPPS1,Female,4, PD_Punish_Incorrect_Training_v3,20150904,2
 GUEPDAPP3MF, gt150a327, Site 2, APP-PS1, APPPS1,Female,4, PD_Initial_Touch_Training_v3,20150831,1
 GUEPDAPP3MF, gt150a327, Site 2, APP-PS1, APPPS1,Female,4, PD_Must_Initiate_Training_v3,20150902,1
 GUEPDAPP3MF, gt150a327, Site 2, APP-PS1, APPPS1,Female,4, PD_Must_Touch_Training_v3,20150901,1
 GUEPDAPP3MF, gt150a327, Site 2, APP-PS1, APPPS1,Female,4, PD_Punish_Incorrect_Training_v3,20150903,1
 GUEPDAPP3MF, gt150a327, Site 2, APP-PS1, APPPS1,Female,4, PD_Punish_Incorrect_Training_v3,20150904,2
 GUEPDAPP3MF, gt150a328, Site 2, APP-PS1, APPPS1,Female,4, PD_Initial_Touch_Training_v3,20150831,1
 GUEPDAPP3MF, gt150a328, Site 2, APP-PS1, APPPS1,Female,4, PD_Must_Initiate_Training_v3,20150902,1
 GUEPDAPP3MF, gt150a328, Site 2, APP-PS1, APPPS1,Female,4, PD_Must_Touch_Training_v3,20150901,1
 GUEPDAPP3MF, gt150a328, Site 2, APP-PS1, APPPS1,Female,4, PD_Punish_Incorrect_Training_v3,20150903,1
 GUEPDAPP3MF, gt150a328, Site 2, APP-PS1, APPPS1,Female,4, PD_Punish_Incorrect_Training_v3,20150904,2
 GUEPDAPP3MF, gt150a329, Site 2, APP-PS1, APPPS1,Female,4, PD_Initial_Touch_Training_v3,20150831,1
 GUEPDAPP3MF, gt150a329, Site 2, APP-PS1, APPPS1,Female,4, PD_Must_Initiate_Training_v3,20150902,1
 GUEPDAPP3MF, gt150a329, Site 2, APP-PS1, APPPS1,Female,4, PD_Must_Touch_Training_v3,20150901,1
 GUEPDAPP3MF, gt150a329, Site 2, APP-PS1, APPPS1,Female,4, PD_Punish_Incorrect_Training_v3,20150903,1
 GUEPDAPP3MF, gt150a329, Site 2, APP-PS1, APPPS1,Female,4, PD_Punish_Incorrect_Training_v3,20150904,2
 GUEPDAPP3MF, gt151a330, Site 2, APP-PS1, APPPS1,Female,4, PD_Initial_Touch_Training_v3,20150831,1
 GUEPDAPP3MF, gt151a330, Site 2, APP-PS1, APPPS1,Female,4, PD_Must_Initiate_Training_v3,20150902,1
 GUEPDAPP3MF, gt151a330, Site 2, APP-PS1, APPPS1,Female,4, PD_Must_Touch_Training_v3,20150901,1
 GUEPDAPP3MF, gt151a330, Site 2, APP-PS1, APPPS1,Female,4, PD_Punish_Incorrect_Training_v3,20150903,1
 GUEPDAPP3MF, gt151a330, Site 2, APP-PS1, APPPS1,Female,4, PD_Punish_Incorrect_Training_v3,20150904,2
 GUEPDAPP3MF, gt151a331, Site 2, APP-PS1, APPPS1,Female,4, PD_Initial_Touch_Training_v3,20150831,1
 GUEPDAPP3MF, gt151a331, Site 2, APP-PS1, APPPS1,Female,4, PD_Must_Initiate_Training_v3,20150902,1
 GUEPDAPP3MF, gt151a331, Site 2, APP-PS1, APPPS1,Female,4, PD_Must_Touch_Training_v3,20150901,1
 GUEPDAPP3MF, gt151a331, Site 2, APP-PS1, APPPS1,Female,4, PD_Punish_Incorrect_Training_v3,20150903,1
 GUEPDAPP3MF, gt151a331, Site 2, APP-PS1, APPPS1,Female,4, PD_Punish_Incorrect_Training_v3,20150904,2
 GUEPDAPP3MF, gw142a300, Site 2, APP-PS1,C57Bl6,Female,4, PD_Initial_Touch_Training_v3,20150824,1
 GUEPDAPP3MF, gw142a300, Site 2, APP-PS1,C57Bl6,Female,4, PD_Must_Initiate_Training_v3,20150826,1
 GUEPDAPP3MF, gw142a300, Site 2, APP-PS1,C57Bl6,Female,4, PD_Must_Touch_Training_v3,20150825,1
 GUEPDAPP3MF, gw142a300, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150827,1
 GUEPDAPP3MF, gw142a300, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150828,2
 GUEPDAPP3MF, gw142a300, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150831,3
 GUEPDAPP3MF, gw142a300, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150901,4
 GUEPDAPP3MF, gw142a300, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150902,5
 GUEPDAPP3MF, gw142a300, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150903,6
 GUEPDAPP3MF, gw142a300, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150904,7
 GUEPDAPP3MF, gw142a300, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150907,8
 GUEPDAPP3MF, gw142a301, Site 2, APP-PS1,C57Bl6,Female,4, PD_Initial_Touch_Training_v3,20150824,1
 GUEPDAPP3MF, gw142a301, Site 2, APP-PS1,C57Bl6,Female,4, PD_Must_Initiate_Training_v3,20150826,1
 GUEPDAPP3MF, gw142a301, Site 2, APP-PS1,C57Bl6,Female,4, PD_Must_Touch_Training_v3,20150825,1
 GUEPDAPP3MF, gw142a301, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150827,1
 GUEPDAPP3MF, gw142a301, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150828,2
 GUEPDAPP3MF, gw142a302, Site 2, APP-PS1,C57Bl6,Female,4, PD_Initial_Touch_Training_v3,20150824,1
 GUEPDAPP3MF, gw142a302, Site 2, APP-PS1,C57Bl6,Female,4, PD_Must_Initiate_Training_v3,20150826,1
 GUEPDAPP3MF, gw142a302, Site 2, APP-PS1,C57Bl6,Female,4, PD_Must_Touch_Training_v3,20150825,1
 GUEPDAPP3MF, gw142a302, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150827,1
 GUEPDAPP3MF, gw142a302, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150828,2
 GUEPDAPP3MF, gw142a302, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150831,3
 GUEPDAPP3MF, gw142a302, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150901,4
 GUEPDAPP3MF, gw142a302, Site 2, APP-PS1,C57Bl6,Female,4, PD_Punish_Incorrect_Training_v3,20150902,5
 GUEPDAPP3MF, gw142a303, Site 2, APP-PS1,C57Bl6,Female,4, PD_Initial_Touch_Training_v3,20150824,1
