 Database, Animal ID, Site, Mouse strain,Genotype, Gender, Age (months), Schedule name, Schedule run date, Day
 LONPD3XTG3MM, lw50x099, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Initial_Touch_Training_v3,20140915,1
 LONPD3XTG3MM, lw50x099, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Must_Initiate_Training_v3,20140918,1
 LONPD3XTG3MM, lw50x099, Site 1, 3xTG-AD,B6129SF2/J ,Male,4, PD_Must_Touch_Training_v3,20140916,1
 LONPD3XTG3MM, lw50x099, Site 1, 3xTG-AD,B6129SF2/J ,Male,4, PD_Must_Touch_Training_v3,20140917,2
 LONPD3XTG3MM, lw50x099, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Punish_Incorrect_Training_v3,20140919,1
 LONPD3XTG3MM, lw50x099, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Punish_Incorrect_Training_v3,20140922,2
 LONPD3XTG3MM, lw50x099, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Punish_Incorrect_Training_v3,20140923,3
 LONPD3XTG3MM, lw50x100, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Initial_Touch_Training_v3,20140915,1
 LONPD3XTG3MM, lw50x100, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Must_Initiate_Training_v3,20140917,1
 LONPD3XTG3MM, lw50x100, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Must_Initiate_Training_v3,20140918,2
 LONPD3XTG3MM, lw50x100, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Must_Initiate_Training_v3,20140919,3
 LONPD3XTG3MM, lw50x100, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Must_Initiate_Training_v3,20140922,4
 LONPD3XTG3MM, lw50x100, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Must_Initiate_Training_v3,20140923,5
 LONPD3XTG3MM, lw50x100, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Must_Initiate_Training_v3,20140924,6
 LONPD3XTG3MM, lw50x100, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Must_Initiate_Training_v3,20140925,7
 LONPD3XTG3MM, lw50x100, Site 1, 3xTG-AD,B6129SF2/J ,Male,4, PD_Must_Touch_Training_v3,20140916,1
 LONPD3XTG3MM, lw50x100, Site 1, 3xTG-AD,B6129SF2/J ,Male,4, PD_Punish_Incorrect_Training_v3,20140930,1
 LONPD3XTG3MM, lw50x100, Site 1, 3xTG-AD,B6129SF2/J ,Male,4, PD_Punish_Incorrect_Training_v3,20141001,2
 LONPD3XTG3MM, lw51x101, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Initial_Touch_Training_v3,20140915,1
 LONPD3XTG3MM, lw51x101, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Must_Initiate_Training_v3,20140917,1
 LONPD3XTG3MM, lw51x101, Site 1, 3xTG-AD,B6129SF2/J ,Male,4, PD_Must_Touch_Training_v3,20140916,1
 LONPD3XTG3MM, lw51x101, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Punish_Incorrect_Training_v3,20140918,1
 LONPD3XTG3MM, lw51x101, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Punish_Incorrect_Training_v3,20140919,2
 LONPD3XTG3MM, lw51x102, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Initial_Touch_Training_v3,20140915,1
 LONPD3XTG3MM, lw51x102, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Must_Initiate_Training_v3,20140917,1
 LONPD3XTG3MM, lw51x102, Site 1, 3xTG-AD,B6129SF2/J ,Male,4, PD_Must_Touch_Training_v3,20140916,1
 LONPD3XTG3MM, lw51x102, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Punish_Incorrect_Training_v3,20140918,1
 LONPD3XTG3MM, lw51x102, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Punish_Incorrect_Training_v3,20140919,2
 LONPD3XTG3MM, lw52x103, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Initial_Touch_Training_v3,20140915,1
 LONPD3XTG3MM, lw52x103, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Must_Initiate_Training_v3,20140917,1
 LONPD3XTG3MM, lw52x103, Site 1, 3xTG-AD,B6129SF2/J ,Male,4, PD_Must_Touch_Training_v3,20140916,1
 LONPD3XTG3MM, lw52x103, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Punish_Incorrect_Training_v3,20140918,1
 LONPD3XTG3MM, lw52x103, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Punish_Incorrect_Training_v3,20140919,2
 LONPD3XTG3MM, lw52x104, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Initial_Touch_Training_v3,20140915,1
 LONPD3XTG3MM, lw52x104, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Must_Initiate_Training_v3,20140917,1
 LONPD3XTG3MM, lw52x104, Site 1, 3xTG-AD,B6129SF2/J ,Male,4, PD_Must_Touch_Training_v3,20140916,1
 LONPD3XTG3MM, lw52x104, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Punish_Incorrect_Training_v3,20140918,1
 LONPD3XTG3MM, lw52x104, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Punish_Incorrect_Training_v3,20140919,2
 LONPD3XTG3MM, lw53x105, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Initial_Touch_Training_v3,20140916,1
 LONPD3XTG3MM, lw53x105, Site 1, 3xTG-AD,B6129SF2/J ,Male,4, PD_Must_Touch_Training_v3,20140917,1
 LONPD3XTG3MM, lw53x105, Site 1, 3xTG-AD,B6129SF2/J ,Male,4, PD_Must_Touch_Training_v3,20140918,2
 LONPD3XTG3MM, lw53x105, Site 1, 3xTG-AD,B6129SF2/J ,Male,4, PD_Must_Touch_Training_v3,20140919,3
 LONPD3XTG3MM, lw53x105, Site 1, 3xTG-AD,B6129SF2/J ,Male,4, PD_Must_Initiate_Training_v3,20140923,1
 LONPD3XTG3MM, lw53x105, Site 1, 3xTG-AD,B6129SF2/J ,Male,4, PD_Must_Initiate_Training_v3,20140924,2
 LONPD3XTG3MM, lw53x105, Site 1, 3xTG-AD,B6129SF2/J ,Male,4, PD_Must_Initiate_Training_v3,20140925,3
 LONPD3XTG3MM, lw53x105, Site 1, 3xTG-AD,B6129SF2/J ,Male,4, PD_Must_Initiate_Training_v3,20140928,4
 LONPD3XTG3MM, lw53x105, Site 1, 3xTG-AD,B6129SF2/J ,Male,4, PD_Must_Touch_Training_v3,20140922,1
 LONPD3XTG3MM, lw53x106, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Initial_Touch_Training_v3,20140915,1
 LONPD3XTG3MM, lw53x106, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Must_Initiate_Training_v3,20140917,1
 LONPD3XTG3MM, lw53x106, Site 1, 3xTG-AD,B6129SF2/J ,Male,4, PD_Must_Touch_Training_v3,20140916,1
 LONPD3XTG3MM, lw53x106, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Punish_Incorrect_Training_v3,20140918,1
 LONPD3XTG3MM, lw53x106, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Punish_Incorrect_Training_v3,20140919,2
 LONPD3XTG3MM, lw54x107, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Initial_Touch_Training_v3,20140915,1
 LONPD3XTG3MM, lw54x107, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Must_Initiate_Training_v3,20140917,1
 LONPD3XTG3MM, lw54x107, Site 1, 3xTG-AD,B6129SF2/J ,Male,4, PD_Must_Touch_Training_v3,20140916,1
 LONPD3XTG3MM, lw54x107, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Punish_Incorrect_Training_v3,20140918,1
 LONPD3XTG3MM, lw54x107, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Punish_Incorrect_Training_v3,20140919,2
 LONPD3XTG3MM, lw54x108, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Initial_Touch_Training_v3,20140915,1
 LONPD3XTG3MM, lw54x108, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Must_Initiate_Training_v3,20140917,1
 LONPD3XTG3MM, lw54x108, Site 1, 3xTG-AD,B6129SF2/J ,Male,4, PD_Must_Touch_Training_v3,20140916,1
 LONPD3XTG3MM, lw54x108, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Punish_Incorrect_Training_v3,20140918,1
 LONPD3XTG3MM, lw54x108, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Punish_Incorrect_Training_v3,20140919,2
 LONPD3XTG3MM, lw55x109, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Initial_Touch_Training_v3,20140915,1
 LONPD3XTG3MM, lw55x109, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Must_Initiate_Training_v3,20140917,1
 LONPD3XTG3MM, lw55x109, Site 1, 3xTG-AD,B6129SF2/J ,Male,4, PD_Must_Touch_Training_v3,20140916,1
 LONPD3XTG3MM, lw55x109, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Punish_Incorrect_Training_v3,20140918,1
 LONPD3XTG3MM, lw55x109, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Punish_Incorrect_Training_v3,20140919,2
 LONPD3XTG3MM, lw55x110, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Initial_Touch_Training_v3,20140915,1
 LONPD3XTG3MM, lw55x110, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Must_Initiate_Training_v3,20140917,1
 LONPD3XTG3MM, lw55x110, Site 1, 3xTG-AD,B6129SF2/J ,Male,4, PD_Must_Touch_Training_v3,20140916,1
 LONPD3XTG3MM, lw55x110, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Punish_Incorrect_Training_v3,20140918,1
 LONPD3XTG3MM, lw55x110, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Punish_Incorrect_Training_v3,20140919,2
 LONPD3XTG3MM, lw56x111, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Initial_Touch_Training_v3,20140915,1
 LONPD3XTG3MM, lw56x111, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Must_Initiate_Training_v3,20140917,1
 LONPD3XTG3MM, lw56x111, Site 1, 3xTG-AD,B6129SF2/J ,Male,4, PD_Must_Touch_Training_v3,20140916,1
 LONPD3XTG3MM, lw56x111, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Punish_Incorrect_Training_v3,20140918,1
 LONPD3XTG3MM, lw56x111, Site 1, 3xTG-AD,B6129SF2/J ,Male,4,PD_Punish_Incorrect_Training_v3,20140919,2
 LONPD5FAD3MM, lt107f169, Site 1, 5xFAD, 5xFAD,Male,4, PD_Initial_Touch_Training_v3,20150213,1
 LONPD5FAD3MM, lt107f169, Site 1, 5xFAD, 5xFAD,Male,4, PD_Must_Initiate_Training_v3,20150219,1
 LONPD5FAD3MM, lt107f169, Site 1, 5xFAD, 5xFAD,Male,4, PD_Must_Touch_Training_v3,20150218,1
 LONPD5FAD3MM, lt107f169, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20150220,1
 LONPD5FAD3MM, lt107f169, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20150224,2
 LONPD5FAD3MM, lt107f169, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20150225,3
 LONPD5FAD3MM, lt107f169, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20150303,4
 LONPD5FAD3MM, lt107f169, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20150304,5
 LONPD5FAD3MM, lt107f169, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20150305,6
 LONPD5FAD3MM, lt107f169, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20150306,7
 LONPD5FAD3MM, lt107f169, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20150311,8
 LONPD5FAD3MM, lt107f169, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20150312,9
 LONPD5FAD3MM, lt108f170, Site 1, 5xFAD, 5xFAD,Male,4, PD_Initial_Touch_Training_v3,20150213,1
 LONPD5FAD3MM, lt108f170, Site 1, 5xFAD, 5xFAD,Male,4, PD_Must_Initiate_Training_v3,20150219,1
 LONPD5FAD3MM, lt108f170, Site 1, 5xFAD, 5xFAD,Male,4, PD_Must_Touch_Training_v3,20150218,1
 LONPD5FAD3MM, lt108f170, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20150220,1
 LONPD5FAD3MM, lt108f170, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20150224,2
 LONPD5FAD3MM, lt108f170, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20150225,3
 LONPD5FAD3MM, lt108f170, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20150303,4
 LONPD5FAD3MM, lt108f170, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20150304,5
 LONPD5FAD3MM, lt108f170, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20150305,6
 LONPD5FAD3MM, lt109f171, Site 1, 5xFAD, 5xFAD,Male,4, PD_Initial_Touch_Training_v3,20150213,1
 LONPD5FAD3MM, lt109f171, Site 1, 5xFAD, 5xFAD,Male,4, PD_Must_Initiate_Training_v3,20150219,1
 LONPD5FAD3MM, lt109f171, Site 1, 5xFAD, 5xFAD,Male,4, PD_Must_Touch_Training_v3,20150218,1
 LONPD5FAD3MM, lt109f171, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20150220,1
 LONPD5FAD3MM, lt109f171, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20150224,2
 LONPD5FAD3MM, lt110f172, Site 1, 5xFAD, 5xFAD,Male,4, PD_Initial_Touch_Training_v3,20150213,1
 LONPD5FAD3MM, lt110f172, Site 1, 5xFAD, 5xFAD,Male,4, PD_Must_Initiate_Training_v3,20150219,1
 LONPD5FAD3MM, lt110f172, Site 1, 5xFAD, 5xFAD,Male,4, PD_Must_Touch_Training_v3,20150218,1
 LONPD5FAD3MM, lt110f172, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20150220,1
 LONPD5FAD3MM, lt110f172, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20150224,2
 LONPD5FAD3MM, lt111f173, Site 1, 5xFAD, 5xFAD,Male,4, PD_Initial_Touch_Training_v3,20150213,1
 LONPD5FAD3MM, lt111f173, Site 1, 5xFAD, 5xFAD,Male,4, PD_Must_Initiate_Training_v3,20150219,1
 LONPD5FAD3MM, lt111f173, Site 1, 5xFAD, 5xFAD,Male,4, PD_Must_Touch_Training_v3,20150218,1
 LONPD5FAD3MM, lt111f173, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20150223,1
 LONPD5FAD3MM, lt111f173, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20150224,2
 LONPD5FAD3MM, lt112f174, Site 1, 5xFAD, 5xFAD,Male,4, PD_Initial_Touch_Training_v3,20150213,1
 LONPD5FAD3MM, lt112f174, Site 1, 5xFAD, 5xFAD,Male,4, PD_Must_Initiate_Training_v3,20150219,1
 LONPD5FAD3MM, lt112f174, Site 1, 5xFAD, 5xFAD,Male,4, PD_Must_Touch_Training_v3,20150218,1
 LONPD5FAD3MM, lt112f174, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20150223,1
 LONPD5FAD3MM, lt112f174, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20150224,2
 LONPD5FAD3MM, lt113f175, Site 1, 5xFAD, 5xFAD,Male,4, PD_Initial_Touch_Training_v3,20150213,1
 LONPD5FAD3MM, lt113f175, Site 1, 5xFAD, 5xFAD,Male,4, PD_Must_Initiate_Training_v3,20150219,1
 LONPD5FAD3MM, lt113f175, Site 1, 5xFAD, 5xFAD,Male,4, PD_Must_Touch_Training_v3,20150218,1
 LONPD5FAD3MM, lt113f175, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20150223,1
 LONPD5FAD3MM, lt113f175, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20150224,2
 LONPD5FAD3MM, lt114f176, Site 1, 5xFAD, 5xFAD,Male,4, PD_Initial_Touch_Training_v3,20150213,1
 LONPD5FAD3MM, lt114f176, Site 1, 5xFAD, 5xFAD,Male,4, PD_Must_Initiate_Training_v3,20150219,1
 LONPD5FAD3MM, lt114f176, Site 1, 5xFAD, 5xFAD,Male,4, PD_Must_Touch_Training_v3,20150218,1
 LONPD5FAD3MM, lt114f176, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20150223,1
 LONPD5FAD3MM, lt114f176, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20150224,2
 LONPD5FAD3MM, lt115f177, Site 1, 5xFAD, 5xFAD,Male,4, PD_Initial_Touch_Training_v3,20150213,1
 LONPD5FAD3MM, lt115f177, Site 1, 5xFAD, 5xFAD,Male,4, PD_Must_Initiate_Training_v3,20150219,1
 LONPD5FAD3MM, lt115f177, Site 1, 5xFAD, 5xFAD,Male,4, PD_Must_Touch_Training_v3,20150218,1
 LONPD5FAD3MM, lt115f177, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20150223,1
 LONPD5FAD3MM, lt115f177, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20150224,2
 LONPD5FAD3MM, lt116f178, Site 1, 5xFAD, 5xFAD,Male,4, PD_Initial_Touch_Training_v3,20150213,1
 LONPD5FAD3MM, lt116f178, Site 1, 5xFAD, 5xFAD,Male,4, PD_Must_Initiate_Training_v3,20150219,1
 LONPD5FAD3MM, lt116f178, Site 1, 5xFAD, 5xFAD,Male,4, PD_Must_Touch_Training_v3,20150218,1
 LONPD5FAD3MM, lt116f178, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20150223,1
 LONPD5FAD3MM, lt116f178, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20150224,2
 LONPD5FAD3MM, lt117f179, Site 1, 5xFAD, 5xFAD,Male,4, PD_Initial_Touch_Training_v3,20150213,1
 LONPD5FAD3MM, lt117f179, Site 1, 5xFAD, 5xFAD,Male,4, PD_Must_Initiate_Training_v3,20150219,1
 LONPD5FAD3MM, lt117f179, Site 1, 5xFAD, 5xFAD,Male,4, PD_Must_Touch_Training_v3,20150218,1
 LONPD5FAD3MM, lt117f179, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20150223,1
 LONPD5FAD3MM, lt117f179, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20150224,2
 LONPD5FAD3MM, lt117f179, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20150226,3
 LONPD5FAD3MM, lt117f179, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20150303,4
 LONPD5FAD3MM, lt117f179, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20150304,5
 LONPD5FAD3MM, lt117f179, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20150305,6
 LONPD5FAD3MM, lt117f179, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20150306,7
 LONPD5FAD3MM, lt117f179, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20150311,8
 LONPD5FAD3MM, lt117f179, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20150312,9
 LONPD5FAD3MM, lt117f179, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20150313,10
 LONPD5FAD3MM, lt118f180, Site 1, 5xFAD, 5xFAD,Male,4, PD_Initial_Touch_Training_v3,20150213,1
 LONPD5FAD3MM, lt118f180, Site 1, 5xFAD, 5xFAD,Male,4, PD_Must_Initiate_Training_v3,20150219,1
 LONPD5FAD3MM, lt118f180, Site 1, 5xFAD, 5xFAD,Male,4, PD_Must_Touch_Training_v3,20150218,1
 LONPD5FAD3MM, lt118f180, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20150223,1
 LONPD5FAD3MM, lt118f180, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20150224,2
 LONPD5FAD3MM, lt119f181, Site 1, 5xFAD, 5xFAD,Male,4, PD_Initial_Touch_Training_v3,20150213,1
 LONPD5FAD3MM, lt119f181, Site 1, 5xFAD, 5xFAD,Male,4, PD_Must_Initiate_Training_v3,20150219,1
 LONPD5FAD3MM, lt119f181, Site 1, 5xFAD, 5xFAD,Male,4, PD_Must_Touch_Training_v3,20150218,1
 LONPD5FAD3MM, lt119f181, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20150223,1
 LONPD5FAD3MM, lt119f181, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20150224,2
 LONPD5FAD3MM, lt120f182, Site 1, 5xFAD, 5xFAD,Male,4, PD_Initial_Touch_Training_v3,20150213,1
 LONPD5FAD3MM, lt120f182, Site 1, 5xFAD, 5xFAD,Male,4, PD_Must_Initiate_Training_v3,20150219,1
 LONPD5FAD3MM, lt120f182, Site 1, 5xFAD, 5xFAD,Male,4, PD_Must_Touch_Training_v3,20150218,1
 LONPD5FAD3MM, lt120f182, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20150223,1
 LONPD5FAD3MM, lt120f182, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20150224,2
 LONPD5FAD3MM, lt382f444, Site 1, 5xFAD, 5xFAD,Male,4, PD_Initial_Touch_Training_v3,20160307,1
 LONPD5FAD3MM, lt382f444, Site 1, 5xFAD, 5xFAD,Male,4, PD_Must_Initiate_Training_v3,20160309,1
 LONPD5FAD3MM, lt382f444, Site 1, 5xFAD, 5xFAD,Male,4, PD_Must_Touch_Training_v3,20160308,1
 LONPD5FAD3MM, lt382f444, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20160310,1
 LONPD5FAD3MM, lt382f444, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20160311,2
 LONPD5FAD3MM, lt382f444, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20160314,3
 LONPD5FAD3MM, lt382f444, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20160315,4
 LONPD5FAD3MM, lt382f444, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20160316,5
 LONPD5FAD3MM, lt382f444, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20160317,6
 LONPD5FAD3MM, lt382f444, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20160318,7
 LONPD5FAD3MM, lt382f444, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20160321,8
 LONPD5FAD3MM, lt382f444, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20160322,9
 LONPD5FAD3MM, lt382f444, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20160323,10
 LONPD5FAD3MM, lt382f444, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20160324,11
 LONPD5FAD3MM, lt382f444, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20160328,12
 LONPD5FAD3MM, lt382f444, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20160330,13
 LONPD5FAD3MM, lt382f444, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20160331,14
 LONPD5FAD3MM, lt382f444, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20160401,15
 LONPD5FAD3MM, lt382f444, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20160402,16
 LONPD5FAD3MM, lt382f444, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20160404,17
 LONPD5FAD3MM, lt382f444, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20160405,18
 LONPD5FAD3MM, lt383f445, Site 1, 5xFAD, 5xFAD,Male,4, PD_Initial_Touch_Training_v3,20160307,1
 LONPD5FAD3MM, lt383f445, Site 1, 5xFAD, 5xFAD,Male,4, PD_Must_Initiate_Training_v3,20160309,1
 LONPD5FAD3MM, lt383f445, Site 1, 5xFAD, 5xFAD,Male,4, PD_Must_Touch_Training_v3,20160308,1
 LONPD5FAD3MM, lt383f445, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20160310,1
 LONPD5FAD3MM, lt383f445, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20160311,2
 LONPD5FAD3MM, lt384f446, Site 1, 5xFAD, 5xFAD,Male,4, PD_Initial_Touch_Training_v3,20160307,1
 LONPD5FAD3MM, lt384f446, Site 1, 5xFAD, 5xFAD,Male,4, PD_Must_Initiate_Training_v3,20160309,1
 LONPD5FAD3MM, lt384f446, Site 1, 5xFAD, 5xFAD,Male,4, PD_Must_Touch_Training_v3,20160308,1
 LONPD5FAD3MM, lt384f446, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20160310,1
 LONPD5FAD3MM, lt384f446, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20160311,2
 LONPD5FAD3MM, lt384f446, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20160315,3
 LONPD5FAD3MM, lt384f446, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20160316,4
 LONPD5FAD3MM, lt385f447, Site 1, 5xFAD, 5xFAD,Male,4, PD_Initial_Touch_Training_v3,20160307,1
 LONPD5FAD3MM, lt385f447, Site 1, 5xFAD, 5xFAD,Male,4, PD_Must_Initiate_Training_v3,20160309,1
 LONPD5FAD3MM, lt385f447, Site 1, 5xFAD, 5xFAD,Male,4, PD_Must_Touch_Training_v3,20160308,1
 LONPD5FAD3MM, lt385f447, Site 1, 5xFAD, 5xFAD,Male,4, PD_Punish_Incorrect_Training_v3,20160310,1
